id,crop_label,soil_ph,temperature_c,soil_conductivity_dsm,moisture_paw_percent,data_origin,profile_version,generation_run_id
12015b1a-ee29-4b81-aa3b-187d1f41dfaf,Rice,6.4,27.8,2.0,88.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
c37c0daf-e6c1-4a52-8f01-c9f7d62717a8,Rice,6.63,26.4,2.28,92.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8617f31a-e42d-4596-aae5-f337cf27a646,Rice,5.66,23.6,1.91,92.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
06568d09-3a4f-4e5f-87f9-16142ddf32a1,Rice,6.53,29.0,0.97,78.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
61906669-15e5-49c1-b8ab-69f02dd6d293,Rice,6.24,23.5,0.93,84.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
33b0ed8b-7651-43bf-8a76-bd891b5201eb,Rice,6.89,24.4,1.72,88.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
faa0fcf7-80b8-4be8-8cab-525129aa19ce,Rice,5.9,23.0,0.95,85.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a602ab63-8291-4e13-a331-a9f03a685db3,Rice,6.32,22.2,0.34,82.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
3bea0790-780c-4c15-a5e5-2841db6cf615,Rice,6.02,22.1,2.39,91.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
00cc4c93-5f5b-4f19-b018-7ee4ba44b0c8,Rice,6.78,29.1,2.71,82.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
6540b7ab-6ee9-4c3d-9830-3e50371d7fb7,Rice,6.13,25.4,1.11,88.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
0f1ecdbb-6871-45c1-82bd-68ddd66de4e4,Rice,6.76,23.4,1.3,85.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
19a50418-f142-4767-b1d4-45974f711f1a,Rice,5.74,23.0,1.12,81.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
17b37e1b-4b39-431f-a5f7-ed8d09c06e50,Rice,6.28,24.7,1.77,85.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
3a027544-4ed1-4cf2-8f7a-a8e21e58fdd9,Rice,6.35,27.9,0.99,91.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f7647a89-0f8a-4fcd-99ac-b99d4422bab3,Rice,6.52,21.9,1.27,83.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
85fd9e76-cc1d-4297-9a61-155a2f8dabac,Rice,6.76,22.8,2.09,90.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
97afbe16-016a-4422-a67b-d8c8cd09a8bd,Rice,6.34,24.5,0.79,87.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
fa4e1a77-214e-44e9-8c24-e50834e81f34,Rice,5.69,27.1,1.51,78.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
0c0d8161-85c5-4d1c-b256-62d55f0d1476,Rice,5.97,21.3,0.66,78.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
2af1e3bb-2f86-4ec9-b4e3-1c65a1982099,Rice,5.78,26.4,0.79,82.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ec17c0d0-c7a9-4e65-bc11-754668cadf19,Rice,6.85,29.0,0.59,79.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
de25d68c-fe23-43ad-aac8-ee01feaa81b2,Rice,6.41,20.7,1.7,99.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
b7ece723-f40f-4b34-8bfd-af3d687705eb,Rice,6.08,28.1,1.48,93.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
9cc279c9-302a-412a-8732-84e94954b998,Rice,6.36,29.3,0.27,85.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
5e29e378-eb9a-4119-84cf-54f845138a78,Rice,6.44,24.6,1.5,85.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a4cb8d3c-8607-48f6-80db-e8ae9b3e40f5,Rice,6.37,28.3,0.59,85.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
708aabdf-d62a-425f-87d9-906984815f67,Rice,6.49,27.7,2.61,92.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
13d427ca-7f2e-4520-8d55-ad6e7902a971,Rice,6.61,25.4,2.12,86.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
0e6d32dd-ac39-4fd7-964d-550e049b392d,Rice,5.86,27.2,2.19,86.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
01821998-14d9-43c9-a97a-eae204acf60d,Rice,6.26,21.5,2.12,92.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
88bae3b9-8cfd-425b-ad1e-5d7dd5ac76bc,Maize,5.69,31.7,0.77,72.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
22e1a868-50d0-46ea-9b31-c5a149e4650d,Maize,5.25,24.4,0.91,71.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
378239dd-6084-4b42-98ec-fea96cadd927,Maize,6.55,24.4,1.2,55.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ab272e8a-6327-47cd-8f0e-1e0555f82775,Maize,6.22,26.3,1.17,74.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
39cac8ca-395f-4b1f-ac46-cdc93c0b3619,Maize,6.27,24.7,0.88,74.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8d38f635-02e2-4303-907f-bd046cbf716a,Maize,6.41,24.4,0.54,73.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
4b5f9a7c-1bac-460f-80f2-330194cedacb,Maize,6.38,25.6,0.66,57.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
b78a7214-5fb0-4053-8bba-214d36a8611b,Maize,5.58,24.0,1.17,56.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a1c69213-e283-479f-9373-221fd2a6ecc7,Maize,5.34,23.1,0.77,72.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
14bde9be-91cd-4c81-80c6-4f707cb4573a,Maize,6.56,27.4,0.44,58.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
effa1978-0740-4c81-8a4d-2fde5154565e,Maize,6.01,21.6,1.13,57.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
21d09267-06e2-4189-b0c3-0600463145ae,Maize,5.04,19.8,1.07,73.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
bb9073e8-35d7-4131-84f5-381510f4c068,Maize,6.21,28.6,0.74,64.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
d0ff7f8c-149e-40bb-bb31-eff4cc3bb16c,Maize,5.4,26.8,0.38,63.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
1f3c5fe7-78e0-4205-a48f-c33afb163408,Maize,5.7,20.4,1.6,60.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
4d93c083-aa26-4db6-969d-7ff9908b0964,Maize,5.88,28.0,0.93,77.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
5c07a43e-bdd4-4edb-b3b0-0ee50bbe9b8c,Maize,5.96,29.9,1.05,55.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
dfcd3055-b190-4549-961f-cfc4c5858fd9,Maize,6.81,19.0,0.85,63.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
1dd4d72d-d563-4277-a39e-5496dca82ed6,Maize,5.32,25.2,0.57,64.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
3dd19f1c-cc18-4734-895b-eb3e7142e0e5,Maize,6.27,21.9,1.06,63.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
b00bc07a-8c7c-4111-ab0e-2bbe0a1ec672,Maize,5.92,26.0,0.44,68.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
5b499c7b-3ab7-4e78-bf51-83572e5a0e14,Maize,5.57,28.6,1.03,61.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
75bbe8d8-ef7b-4e33-b0f0-5a71c681750e,Maize,6.35,25.5,1.49,52.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8e9605f6-648f-4ae9-b0c4-76c08fbe244d,Maize,6.13,21.9,0.94,62.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ced0419e-5d33-4921-ae34-d7ab2f1cc730,Maize,5.43,29.5,0.62,62.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
185273ed-72e8-435a-91a0-b504eb10b807,Maize,6.33,26.8,0.48,52.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
49b70bb6-de0c-44c6-ab8e-98812365cdfb,Maize,5.94,23.1,0.75,63.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
cb0768da-f7c5-49ca-bf30-8a9a01b2ee6a,Maize,6.59,27.2,0.83,55.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
1d834726-5748-4c11-bac9-8763fb166ece,Maize,6.28,29.4,1.45,64.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
e6c70707-2ab7-4e70-ab61-e94f8a3168e6,Maize,6.23,20.1,1.04,54.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
408a2ec8-fb8d-433c-b9a9-54a55f1041d4,Maize,5.88,29.8,1.13,62.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
6b7b26dc-af2f-4f60-b566-da75917033e1,Maize,6.7,26.3,0.61,66.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
38de76bd-753d-4ac3-878a-74885ecead26,Maize,5.95,18.2,0.84,76.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
7f54783d-1b44-413c-bda1-e0a44535197b,Maize,5.17,22.5,1.14,68.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f0f3dbb0-abcf-4aff-a6cd-1113cbb9e4c1,Maize,6.01,28.2,0.23,71.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
dbca31be-6ccc-4684-8513-4bc11c86f02f,Maize,6.27,28.5,0.27,61.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
79c214a7-2d5c-430c-b1df-76715c1964e7,Maize,5.79,29.9,0.26,66.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
be471bfb-fc89-47fa-9e61-72ef4ab532a9,Maize,5.7,23.7,0.73,66.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
109a4768-05fd-41b7-8354-f32bfdcfd3a8,Maize,6.01,31.1,1.27,55.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ac003ce5-fedc-4cf8-89b5-a04568086d65,Maize,5.2,31.2,0.53,62.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
26496ea5-cd3e-419b-a738-bcb0e603b3fe,Maize,6.46,28.9,0.5,63.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
b54c98a8-596a-4abb-977a-79a204dff8bc,Maize,6.08,29.7,0.71,68.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
50398813-d394-48ec-920a-4cb25c413e89,Maize,6.85,20.6,0.77,77.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
516f2247-80e9-4327-862b-3e600886c27f,Maize,6.45,29.5,0.7,70.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
76bec082-8f56-4b37-8b89-1e60c92b541b,Maize,5.87,25.4,0.49,73.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
b9558b97-7a8c-4d0b-8321-8c33b84fbe40,Maize,5.62,25.8,0.44,71.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
68b5ec4f-d7b7-43cf-87ff-5c5e3bead9d6,Maize,6.4,26.1,1.59,64.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
9c848001-34e6-4d97-859d-88fc5a09f86f,Maize,6.45,20.4,0.33,60.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ae27fbf4-1812-492c-b211-c84b3dd5d8ff,Maize,5.5,22.2,1.12,55.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
b4bdf4cd-c744-4e7d-a21e-255daec5f883,Maize,5.54,30.7,1.48,67.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ad818f96-9319-44c9-bdbc-4dcc3c15d312,Maize,6.69,20.1,1.3,63.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
c25eb3ae-641a-48fa-a8ba-9cec4308f291,Maize,6.19,29.3,0.44,72.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
fa92bf8a-0c07-4625-baec-bd256583bcc0,Maize,6.0,28.2,1.41,65.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8580f1a2-c17c-4b99-8087-cefb02fa1ae8,Maize,5.99,22.7,0.37,54.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
9b224e9f-107a-4c29-96ca-1163662ebdb6,Maize,6.57,27.7,0.65,72.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
51be5fb4-2157-409b-adfd-3d5c7241d2df,Maize,5.79,23.1,0.85,51.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
1d8c73c4-d4e6-48be-aae9-e79729826fbb,Maize,5.9,22.9,0.46,70.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
13161bff-a6eb-45b2-9d0a-ce4c79c9a4b2,Maize,5.62,25.9,0.91,60.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a0362ec5-2230-48df-a69e-47096fe148bd,Maize,5.56,24.7,0.59,72.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
35f7e947-b80b-443f-abf2-73a4bd3fd21f,Maize,5.91,25.4,1.53,59.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
69abe079-656e-4cb4-96b4-87c6b6e9ab9e,Maize,6.95,27.8,0.88,59.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
2de08fb6-7edf-44ff-b656-6f0b9b0777d6,Maize,6.16,26.0,1.29,64.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
de3e7e56-f101-42b5-a382-f5173f96629f,Maize,6.33,24.7,1.54,56.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
477fa987-d8cd-4269-9f11-30a4f2178254,Maize,5.51,25.1,1.02,68.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f3a43eed-b6af-4372-af65-b2fde1a6a243,Maize,6.27,19.4,1.52,61.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
bb54edab-71a0-483e-899c-2f74b9f57bfd,Maize,6.14,28.7,1.21,59.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
3077aaeb-e129-474c-afea-1f245dc76491,Maize,5.86,28.0,1.16,72.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
2bff7cae-641b-4319-882b-4e08bbb7e07e,Maize,6.47,28.0,0.89,75.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
1b5dcbcf-a1c2-4f56-b07d-83ae3e5bf72a,Maize,6.77,23.2,0.35,62.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
6fc33d19-ca83-4794-b71b-7de76de07ce4,Maize,5.86,26.3,0.79,57.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
7e5bd851-cf00-457d-b9e9-13e721a4b64e,Maize,6.27,30.9,0.5,60.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
85edf90f-ae04-4ce2-9ff6-c434700ed5b4,Maize,6.58,25.9,1.3,66.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f8a631bb-26da-4ebc-88dd-5e2272f6fe3d,Maize,6.81,27.0,0.57,59.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8427f39f-0bc5-47f3-b8f8-17d78ddc4065,Maize,6.3,28.5,0.96,63.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
6ec6b469-6dee-4c64-bdcd-7b61a02cd0cf,Maize,6.47,28.3,1.17,74.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
76912795-8255-423e-81f6-c6b0ad1be7fc,Maize,6.2,25.3,0.52,67.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
50a07107-2761-4259-8500-9e5e41e6d166,Maize,6.26,29.0,0.88,63.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
818a6c45-a516-4976-a033-f2121107e3af,Maize,5.81,27.3,0.68,59.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
eec755bb-a004-4ead-b357-bad40561ccb9,Maize,6.23,29.7,0.97,64.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
6d9bf379-35cc-4f10-93b9-0801acdc80f5,Maize,5.83,28.0,0.47,71.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
369a221b-6d2a-431d-b359-b25e17815b51,Maize,6.42,20.9,1.56,58.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
1e60069c-63d7-41b5-be18-9e3faac793ae,Maize,5.56,28.9,1.08,57.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
e83c48f0-0136-47d3-be09-8e2264540456,Maize,6.2,27.9,1.58,58.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
10dddd9c-96dd-4678-889e-cd6e195f63fd,Maize,5.71,20.1,1.21,66.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
0fe65252-9591-4f87-b01a-39d451d5cb07,Maize,5.77,22.0,0.76,61.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
fc924d07-24c8-4f3d-ac19-eff3c613f558,Maize,6.77,21.3,1.26,72.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
36f94f87-d430-49ec-bba1-7711ead70f53,Maize,6.4,26.0,1.33,63.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
e8f656e9-4101-43a7-b9f9-d0e9ea62b4f1,Maize,5.53,23.6,1.22,68.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a46f2aa1-7845-4ad5-8348-a7c457af8a12,Maize,6.34,22.5,0.92,62.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f68259af-0b50-4690-837f-ed5b24cb6d65,Maize,6.43,23.0,0.56,68.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
7cc8f318-0801-467b-82fa-d9f75ca8c320,Maize,6.16,28.8,1.35,64.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a2981709-bcec-4168-8d09-4794667922af,Maize,6.53,22.1,1.25,55.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
9c48a01d-568c-4c7e-a962-e539e183fd92,Maize,6.08,22.9,0.77,59.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
1e617704-4cce-4e70-ae0e-a8061ac194c5,Maize,5.72,28.3,0.47,66.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a60cd6e9-0dc4-4b33-805c-f149247cf9f2,Maize,5.7,29.0,1.21,62.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8dc9ff38-f02c-46cf-9d03-32c6bd258b40,Maize,6.16,29.1,0.57,52.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
320a9b6a-6520-4819-8266-c7064a21dff1,Maize,6.4,31.1,0.74,65.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f1174a05-1ed1-4960-867b-ac9504ad03c5,Maize,5.87,20.4,1.26,78.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
528f4d55-7867-4f56-821f-1bca10b6e705,Maize,5.81,27.0,0.49,67.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
6b66d0c9-f6b2-4838-93ed-2a58e273d3df,Maize,5.6,19.4,0.34,58.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
d88df6ee-2bd5-41ca-9dc6-7d8664269354,Maize,5.86,25.7,0.3,70.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
1f84298c-553b-4ca7-9839-be383545328d,Maize,5.92,29.9,1.2,74.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
1193caca-28fd-4b1b-979f-9a846358a85f,Maize,5.81,21.1,1.19,70.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
44f6d55d-2d6c-470f-8c44-95ae650d47f0,Maize,5.39,29.4,0.84,65.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
48ddaa72-6f9b-47c9-8598-3469432eb9b6,Maize,6.64,31.3,1.29,56.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ff3c5ab7-3b20-4def-a5d5-550bc95e4166,Maize,6.76,21.2,0.75,61.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
0caeda0e-4fab-4be4-8cee-a4e1073b83eb,Maize,5.71,26.3,0.8,72.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
b8512d6a-3569-4b27-bd66-694dd18c2418,Maize,6.21,26.0,0.73,67.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
1fe04725-8fcd-4d19-a126-f6b36415dcf9,Maize,5.57,32.3,0.27,74.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
46f3a3e7-1de4-4ddd-8d3e-e1bff4a0b9f8,Maize,5.69,24.3,0.7,57.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
cdc6f1b3-706a-4104-9ccc-1f1691bed048,Maize,5.07,19.7,0.38,65.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8db431e0-1b15-4904-94ed-0fa01fda4d67,Maize,5.75,28.4,0.59,59.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
d613cad5-a595-4331-980b-c510be1ac287,Maize,6.23,30.8,1.2,73.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
dea20c51-89fc-4cdb-9139-e7bbf6defe54,Maize,5.86,31.1,0.24,62.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a7d5e29f-fa8d-41d2-9b18-7d003b1f24ed,Maize,5.97,22.9,0.67,52.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
4b526bd6-88b9-40f7-8ab0-63eb8fbfc820,Maize,6.5,23.9,0.65,66.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
d27f34a9-6b8b-47fb-bdb8-43c9b8d2bd49,Maize,6.03,29.3,1.03,66.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
992cd382-156f-4bbf-8a79-09431fa52b6c,Maize,5.62,21.8,0.5,78.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ef78684f-e070-494e-a339-7f03bb14fb6d,Maize,6.38,26.8,1.09,69.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ab51bf18-4b1b-4f26-983f-c05b00d0250a,Maize,5.75,24.3,0.56,53.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8164733c-5c64-48a1-b3c4-8d57d1a7e396,Maize,6.77,22.6,1.23,72.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
433f6035-057b-4c33-a087-f5e80d9145b4,Maize,5.87,25.0,1.04,60.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
2f7e8684-d187-44d4-9231-bfefa40cc3e7,Maize,5.45,21.0,0.97,58.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
36187dc2-85d7-439f-8e22-22b5d66618e8,Maize,5.8,30.7,0.64,68.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
e85a9120-d36e-43be-ab31-305486cf385a,Maize,6.07,24.7,0.41,71.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
9286c367-a6fc-4d38-828f-077e455731ea,Maize,6.64,24.4,0.8,63.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
139a3e61-8cb6-49d4-8b28-60269a60b0d6,Maize,5.78,20.6,1.26,60.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
004491ec-bd7f-4ac1-ab00-ca39d8a94e54,Maize,5.39,25.2,0.54,57.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
19fd1a33-42ba-4386-b54c-65862eb6f1ad,Maize,5.47,20.9,1.28,73.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
453d37a8-2158-4b2d-bf87-7732d6bb139e,Maize,5.32,20.6,1.28,58.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
58e8960d-826d-4835-85a4-15d52e214807,Maize,6.22,22.5,0.55,72.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
73c6725b-341c-4a2b-83f2-c5f23006e014,Maize,5.81,19.3,0.97,71.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
